"date_sk","date","year","trimestre","month","day","version","date_from","date_to"
469,"1997-10-11 00:00:00",1997,4,10,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
470,"1997-10-12 00:00:00",1997,4,10,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
471,"1997-10-13 00:00:00",1997,4,10,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
472,"1997-10-14 00:00:00",1997,4,10,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
473,"1997-10-15 00:00:00",1997,4,10,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
474,"1997-10-16 00:00:00",1997,4,10,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
475,"1997-10-17 00:00:00",1997,4,10,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
476,"1997-10-18 00:00:00",1997,4,10,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
477,"1997-10-19 00:00:00",1997,4,10,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
478,"1997-10-20 00:00:00",1997,4,10,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
479,"1997-10-21 00:00:00",1997,4,10,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
480,"1997-10-22 00:00:00",1997,4,10,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
481,"1997-10-23 00:00:00",1997,4,10,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
482,"1997-10-24 00:00:00",1997,4,10,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
483,"1997-10-25 00:00:00",1997,4,10,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
484,"1997-10-26 00:00:00",1997,4,10,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
485,"1997-10-27 00:00:00",1997,4,10,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
486,"1997-10-28 00:00:00",1997,4,10,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
487,"1997-10-29 00:00:00",1997,4,10,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
488,"1997-10-30 00:00:00",1997,4,10,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
489,"1997-10-31 00:00:00",1997,4,10,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
490,"1997-11-01 00:00:00",1997,4,11,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
491,"1997-11-02 00:00:00",1997,4,11,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
492,"1997-11-03 00:00:00",1997,4,11,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
493,"1997-11-04 00:00:00",1997,4,11,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
494,"1997-11-05 00:00:00",1997,4,11,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
495,"1997-11-06 00:00:00",1997,4,11,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
496,"1997-11-07 00:00:00",1997,4,11,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
497,"1997-11-08 00:00:00",1997,4,11,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
498,"1997-11-09 00:00:00",1997,4,11,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
499,"1997-11-10 00:00:00",1997,4,11,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
500,"1997-11-11 00:00:00",1997,4,11,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
501,"1997-11-12 00:00:00",1997,4,11,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
502,"1997-11-13 00:00:00",1997,4,11,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
503,"1997-11-14 00:00:00",1997,4,11,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
504,"1997-11-15 00:00:00",1997,4,11,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
505,"1997-11-16 00:00:00",1997,4,11,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
506,"1997-11-17 00:00:00",1997,4,11,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
507,"1997-11-18 00:00:00",1997,4,11,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
508,"1997-11-19 00:00:00",1997,4,11,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
509,"1997-11-20 00:00:00",1997,4,11,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
510,"1997-11-21 00:00:00",1997,4,11,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
511,"1997-11-22 00:00:00",1997,4,11,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
512,"1997-11-23 00:00:00",1997,4,11,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
513,"1997-11-24 00:00:00",1997,4,11,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
514,"1997-11-25 00:00:00",1997,4,11,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
515,"1997-11-26 00:00:00",1997,4,11,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
516,"1997-11-27 00:00:00",1997,4,11,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
517,"1997-11-28 00:00:00",1997,4,11,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
518,"1997-11-29 00:00:00",1997,4,11,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
519,"1997-11-30 00:00:00",1997,4,11,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
520,"1997-12-01 00:00:00",1997,4,12,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
521,"1997-12-02 00:00:00",1997,4,12,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
522,"1997-12-03 00:00:00",1997,4,12,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
523,"1997-12-04 00:00:00",1997,4,12,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
524,"1997-12-05 00:00:00",1997,4,12,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
525,"1997-12-06 00:00:00",1997,4,12,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
526,"1997-12-07 00:00:00",1997,4,12,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
527,"1997-12-08 00:00:00",1997,4,12,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
528,"1997-12-09 00:00:00",1997,4,12,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
529,"1997-12-10 00:00:00",1997,4,12,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
530,"1997-12-11 00:00:00",1997,4,12,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
531,"1997-12-12 00:00:00",1997,4,12,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
532,"1997-12-13 00:00:00",1997,4,12,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
533,"1997-12-14 00:00:00",1997,4,12,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
534,"1997-12-15 00:00:00",1997,4,12,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
535,"1997-12-16 00:00:00",1997,4,12,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
536,"1997-12-17 00:00:00",1997,4,12,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
537,"1997-12-18 00:00:00",1997,4,12,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
538,"1997-12-19 00:00:00",1997,4,12,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
539,"1997-12-20 00:00:00",1997,4,12,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
540,"1997-12-21 00:00:00",1997,4,12,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
541,"1997-12-22 00:00:00",1997,4,12,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
542,"1997-12-23 00:00:00",1997,4,12,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
543,"1997-12-24 00:00:00",1997,4,12,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
544,"1997-12-25 00:00:00",1997,4,12,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
545,"1997-12-26 00:00:00",1997,4,12,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
546,"1997-12-27 00:00:00",1997,4,12,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
547,"1997-12-28 00:00:00",1997,4,12,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
548,"1997-12-29 00:00:00",1997,4,12,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
549,"1997-12-30 00:00:00",1997,4,12,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
550,"1997-12-31 00:00:00",1997,4,12,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
551,"1998-01-01 00:00:00",1998,1,1,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
552,"1998-01-02 00:00:00",1998,1,1,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
553,"1998-01-03 00:00:00",1998,1,1,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
554,"1998-01-04 00:00:00",1998,1,1,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
555,"1998-01-05 00:00:00",1998,1,1,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
556,"1998-01-06 00:00:00",1998,1,1,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
557,"1998-01-07 00:00:00",1998,1,1,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
558,"1998-01-08 00:00:00",1998,1,1,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
559,"1998-01-09 00:00:00",1998,1,1,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
560,"1998-01-10 00:00:00",1998,1,1,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
561,"1998-01-11 00:00:00",1998,1,1,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
562,"1998-01-12 00:00:00",1998,1,1,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
563,"1998-01-13 00:00:00",1998,1,1,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
564,"1998-01-14 00:00:00",1998,1,1,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
565,"1998-01-15 00:00:00",1998,1,1,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
566,"1998-01-16 00:00:00",1998,1,1,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
567,"1998-01-17 00:00:00",1998,1,1,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
568,"1998-01-18 00:00:00",1998,1,1,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
569,"1998-01-19 00:00:00",1998,1,1,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
570,"1998-01-20 00:00:00",1998,1,1,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
571,"1998-01-21 00:00:00",1998,1,1,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
572,"1998-01-22 00:00:00",1998,1,1,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
573,"1998-01-23 00:00:00",1998,1,1,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
574,"1998-01-24 00:00:00",1998,1,1,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
575,"1998-01-25 00:00:00",1998,1,1,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
576,"1998-01-26 00:00:00",1998,1,1,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
577,"1998-01-27 00:00:00",1998,1,1,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
578,"1998-01-28 00:00:00",1998,1,1,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
579,"1998-01-29 00:00:00",1998,1,1,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
580,"1998-01-30 00:00:00",1998,1,1,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
581,"1998-01-31 00:00:00",1998,1,1,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
582,"1998-02-01 00:00:00",1998,1,2,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
583,"1998-02-02 00:00:00",1998,1,2,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
584,"1998-02-03 00:00:00",1998,1,2,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
585,"1998-02-04 00:00:00",1998,1,2,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
586,"1998-02-05 00:00:00",1998,1,2,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
587,"1998-02-06 00:00:00",1998,1,2,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
588,"1998-02-07 00:00:00",1998,1,2,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
589,"1998-02-08 00:00:00",1998,1,2,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
590,"1998-02-09 00:00:00",1998,1,2,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
591,"1998-02-10 00:00:00",1998,1,2,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
592,"1998-02-11 00:00:00",1998,1,2,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
593,"1998-02-12 00:00:00",1998,1,2,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
594,"1998-02-13 00:00:00",1998,1,2,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
595,"1998-02-14 00:00:00",1998,1,2,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
596,"1998-02-15 00:00:00",1998,1,2,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
597,"1998-02-16 00:00:00",1998,1,2,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
598,"1998-02-17 00:00:00",1998,1,2,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
599,"1998-02-18 00:00:00",1998,1,2,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
600,"1998-02-19 00:00:00",1998,1,2,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
601,"1998-02-20 00:00:00",1998,1,2,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
602,"1998-02-21 00:00:00",1998,1,2,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
603,"1998-02-22 00:00:00",1998,1,2,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
604,"1998-02-23 00:00:00",1998,1,2,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
605,"1998-02-24 00:00:00",1998,1,2,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
606,"1998-02-25 00:00:00",1998,1,2,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
607,"1998-02-26 00:00:00",1998,1,2,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
608,"1998-02-27 00:00:00",1998,1,2,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
609,"1998-02-28 00:00:00",1998,1,2,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
610,"1998-03-01 00:00:00",1998,1,3,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
611,"1998-03-02 00:00:00",1998,1,3,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
612,"1998-03-03 00:00:00",1998,1,3,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
613,"1998-03-04 00:00:00",1998,1,3,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
614,"1998-03-05 00:00:00",1998,1,3,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
615,"1998-03-06 00:00:00",1998,1,3,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
616,"1998-03-07 00:00:00",1998,1,3,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
617,"1998-03-08 00:00:00",1998,1,3,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
618,"1998-03-09 00:00:00",1998,1,3,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
619,"1998-03-10 00:00:00",1998,1,3,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
620,"1998-03-11 00:00:00",1998,1,3,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
621,"1998-03-12 00:00:00",1998,1,3,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
622,"1998-03-13 00:00:00",1998,1,3,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
623,"1998-03-14 00:00:00",1998,1,3,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
624,"1998-03-15 00:00:00",1998,1,3,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
625,"1998-03-16 00:00:00",1998,1,3,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
626,"1998-03-17 00:00:00",1998,1,3,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
627,"1998-03-18 00:00:00",1998,1,3,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
628,"1998-03-19 00:00:00",1998,1,3,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
629,"1998-03-20 00:00:00",1998,1,3,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
630,"1998-03-21 00:00:00",1998,1,3,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
631,"1998-03-22 00:00:00",1998,1,3,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
632,"1998-03-23 00:00:00",1998,1,3,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
633,"1998-03-24 00:00:00",1998,1,3,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
634,"1998-03-25 00:00:00",1998,1,3,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
635,"1998-03-26 00:00:00",1998,1,3,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
636,"1998-03-27 00:00:00",1998,1,3,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
637,"1998-03-28 00:00:00",1998,1,3,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
638,"1998-03-29 00:00:00",1998,1,3,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
639,"1998-03-30 00:00:00",1998,1,3,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
640,"1998-03-31 00:00:00",1998,1,3,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
641,"1998-04-01 00:00:00",1998,2,4,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
642,"1998-04-02 00:00:00",1998,2,4,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
643,"1998-04-03 00:00:00",1998,2,4,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
644,"1998-04-04 00:00:00",1998,2,4,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
645,"1998-04-05 00:00:00",1998,2,4,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
646,"1998-04-06 00:00:00",1998,2,4,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
647,"1998-04-07 00:00:00",1998,2,4,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
648,"1998-04-08 00:00:00",1998,2,4,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
649,"1998-04-09 00:00:00",1998,2,4,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
650,"1998-04-10 00:00:00",1998,2,4,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
651,"1998-04-11 00:00:00",1998,2,4,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
652,"1998-04-12 00:00:00",1998,2,4,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
653,"1998-04-13 00:00:00",1998,2,4,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
654,"1998-04-14 00:00:00",1998,2,4,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
655,"1998-04-15 00:00:00",1998,2,4,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
656,"1998-04-16 00:00:00",1998,2,4,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
657,"1998-04-17 00:00:00",1998,2,4,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
658,"1998-04-18 00:00:00",1998,2,4,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
659,"1998-04-19 00:00:00",1998,2,4,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
660,"1998-04-20 00:00:00",1998,2,4,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
661,"1998-04-21 00:00:00",1998,2,4,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
662,"1998-04-22 00:00:00",1998,2,4,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
663,"1998-04-23 00:00:00",1998,2,4,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
664,"1998-04-24 00:00:00",1998,2,4,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
665,"1998-04-25 00:00:00",1998,2,4,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
666,"1998-04-26 00:00:00",1998,2,4,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
667,"1998-04-27 00:00:00",1998,2,4,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
668,"1998-04-28 00:00:00",1998,2,4,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
669,"1998-04-29 00:00:00",1998,2,4,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
670,"1998-04-30 00:00:00",1998,2,4,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
671,"1998-05-01 00:00:00",1998,2,5,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
672,"1998-05-02 00:00:00",1998,2,5,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
673,"1998-05-03 00:00:00",1998,2,5,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
674,"1998-05-04 00:00:00",1998,2,5,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
675,"1998-05-05 00:00:00",1998,2,5,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
676,"1998-05-06 00:00:00",1998,2,5,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
677,"1998-05-07 00:00:00",1998,2,5,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
678,"1998-05-08 00:00:00",1998,2,5,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
679,"1998-05-09 00:00:00",1998,2,5,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
680,"1998-05-10 00:00:00",1998,2,5,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
681,"1998-05-11 00:00:00",1998,2,5,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
682,"1998-05-12 00:00:00",1998,2,5,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
683,"1998-05-13 00:00:00",1998,2,5,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
684,"1998-05-14 00:00:00",1998,2,5,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
685,"1998-05-15 00:00:00",1998,2,5,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
686,"1998-05-16 00:00:00",1998,2,5,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
687,"1998-05-17 00:00:00",1998,2,5,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
688,"1998-05-18 00:00:00",1998,2,5,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
689,"1998-05-19 00:00:00",1998,2,5,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
690,"1998-05-20 00:00:00",1998,2,5,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
691,"1998-05-21 00:00:00",1998,2,5,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
692,"1998-05-22 00:00:00",1998,2,5,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
693,"1998-05-23 00:00:00",1998,2,5,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
694,"1998-05-24 00:00:00",1998,2,5,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
695,"1998-05-25 00:00:00",1998,2,5,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
696,"1998-05-26 00:00:00",1998,2,5,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
697,"1998-05-27 00:00:00",1998,2,5,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
698,"1998-05-28 00:00:00",1998,2,5,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
699,"1998-05-29 00:00:00",1998,2,5,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
700,"1998-05-30 00:00:00",1998,2,5,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
701,"1998-05-31 00:00:00",1998,2,5,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
702,"1998-06-01 00:00:00",1998,2,6,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
703,,,,,,1,,
704,,,,,,1,,
